SITE_ID,IGBP,GPP_NT_day,GPPsat,NEP_95,NEP_99,RECOmax,EF,EFampl,Gsmax,G1,uWUE,GPPsat_std,wLL,wLMA,wSSD,wNmass,wNarea,Hc,LAImax,P,latitude,longitude,Precip,Ta,SW_IN,VPD,CSWI,n_year,APAR,APARmax,fPAR,APARpeak,GPP_k_LAI,APAR_Nmass,APARpeak_Nmass,APARmax_Nmass,PNUEmass,APAR_Narea,APARpeak_Narea,APAR_N,PNUEarea,PNUE,GPP_LAI,LAI_Hc,LAI_fPAR,LAI_Hc_fPAR,WUEet,WUEt,WUEtmax,pWUEt
US-Los,WET,12.711597874740898,21.734494968078216,14.982313641634853,18.38632786230608,6.513000011444092,0.5852927360479522,0.2672381313956027,0.009928354041554682,1.4858508675111222,3.5290197570006505,4.110131238699513,3.6,0.06009781412445932,0.484555,2.036,1.2235914955739917,2,4.24,60.99272338,46.0827,-89.9792,9059.583038449287,5.034269728729249,151.0566223796365,0.3272763427859088,2.4359103915389,15,518.956439633632,616.7171649615885,0.6867007474429373,497.12758421821496,2.60882682589249,254.89019628370926,244.1687545276105,302.9062696274993,1067.5095760352758,424.12556928584036,406.2855830695443,504.02210802575416,17.7628686099052,4.189355804222925,5.126060133980711,2.12,6.17445082998447,1.4558055845790272,103.04566083917135,5.95938255275013,20.306475631667926,8.110925172730566
US-LPH,DBF,18.21813486504116,31.380035846637607,24.79727852344513,28.044028038978574,5.137500286102295,0.7449012037181069,0.18246722933257475,0.017939094491973256,2.18715988505249,3.2448857626022107,1.1775177055806152,18.304970016627564,0.08192626459055743,0.5159083520222185,NA,NA,16.5,4.5,NA,42.54190063,-72.18499756,3067.399991810322,8.606700235321444,133.30234996770133,0.33551854217415045,NA,4,NA,NA,NA,NA,3.30743144495911,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.973341299252802,0.2727272727272727,NA,NA,NA,NA,NA,NA
US-Me2,ENF,12.232972111998413,21.74462097512506,16.251455846199622,19.435052881974443,6.961589813232422,0.3379759095997843,0.21007229686718445,0.009888157800104595,1.7523906854386453,3.7115660241956987,1.5686225535576364,36,0.24416129710927403,0.438479497622706,1.14,2.783438787045724,16.5,3.58,36.606284960000004,44.4523,-121.5574,5910.615106165409,7.553405696167496,185.93110445753157,0.5655129672248392,-7.03987512291985,13,460.58149408754394,506.8811959643768,0.7001726725870379,438.9729709977625,3.6304856073523717,404.0188544627579,385.0640096471601,444.63262803892707,1907.42289255483,165.47211177451265,157.70886467515172,182.10610498187694,7.812142690662252,2.1821627627548192,6.0739164734986195,0.21696969696969698,5.113024458341701,0.15191625259767247,92.13235453255623,6.766500940545774,15.419224731191601,5.191954505506425
US-Me3,ENF,6.100425922003018,11.080268686713747,7.344291575749714,9.479384121894837,3.9631300449371367,0.3054196662313397,0.17549330110363798,0.004621455070334493,2.179362147073746,2.832289173090861,0.5785092769120441,36,0.24284938385941668,0.438479497622706,1.13,2.744198037611408,3.11,0.52,27.49073198,44.3154,-121.6078,1683.636009222013,8.992036821148075,188.89176052177322,0.6565762741015145,-2.0853361316600845,6,364.7336290094415,403.83265746885286,0.5505182788244207,345.0896244078948,8.543458742020233,322.77312301720485,305.3890481485795,357.3740331582769,980.5547510366148,132.91082640920158,125.75244923222309,147.15871519985305,4.037707386584309,7.764821897277517,21.308209012911053,0.1672025723472669,0.9445644586232639,0.09204807234363306,75.50172493019609,5.388452029252744,16.840130986250426,4.272774587828947
US-Me4,ENF,8.832035962660516,15.177936263672512,15.300846540927884,22.13319892883301,4.814176893234253,0.30053244493245745,0.33533241190733004,0.0053089789726638165,1.549193166152362,2.772977617479627,4.626693339255628,34.388888888888886,0.22915981369133495,0.438479497622706,1.1,2.5207579506046844,16.5,2,28.17666814,44.4992,-121.6224,2963.631048902869,8.321195925188192,175.78538397788017,0.5785130599555279,2.5297012287390115,5,NA,NA,NA,NA,5.583650710815613,NA,NA,NA,1379.812387606592,NA,NA,NA,6.021179566261647,3.0105897831308237,7.588968131836256,0.12121212121212122,NA,NA,72.83693410104497,5.487528050515793,8.190040335304342,NA
US-Me5,ENF,6.403800296843187,11.715311635903673,8.255477571487424,10.600601797103879,3.4261920928955085,0.27743400699236515,0.1552023542924359,0.0048871349799683925,2.035105304549508,2.923078662016425,0.3789138158741863,NA,0.117,NA,1.01,1.1817000000000002,4.3,1.1,31.13207053,44.4372,-121.5668,1207.3000084385276,7.675637826747187,169.67087258723913,0.584914410508323,-3.304706672153155,3,380.76359070957415,406.9778367783006,0.6544378306878307,382.4735692244449,6.759146826882933,376.9936541678952,378.6867022024207,402.9483532458422,1159.9318451389775,322.2167984340984,323.6638480362569,344.4003019195232,9.913947394350233,9.012679449409303,10.650283305366974,0.2558139534883721,1.680831926913321,0.16741432878060786,63.36489431184083,5.013205853526948,12.342970570522835,3.645204851021509
US-Me6,ENF,7.6229850940783335,13.303407202965829,9.96540594100952,12.580684362411496,5.226179981231691,0.3005008474645607,0.16447239138076877,0.00527272913994323,1.9076371235960377,3.289483213554782,1.285440830501773,36,0.23330218414674078,0.4243417477547779,1.24,2.892947083419586,6.51,1.8,31.32361128,44.3233,-121.6078,1805.4939910396934,7.972506974087243,196.14507328820662,0.6266182959299975,-1.1990745988228038,5,354.7426150246561,399.72025787032123,0.5422558836635967,331.13034982671394,5.408761739900452,286.08275405214204,267.04060469896285,322.3550466696139,1072.8554195940185,122.62326437210021,114.46125362075543,138.1706081529272,4.598565690749047,2.554758717082804,7.390781779425461,0.2764976958525346,3.3194660569449526,0.14993250239546452,72.30773327774106,5.957248445767925,16.589779725337426,5.205817824401198
US-MMS,DBF,20.152548880076722,35.032974353048125,26.92713674902916,31.485334048271174,7.607669830322266,0.7044274216061268,0.25418553799893706,0.0141638577975246,1.5477319870951372,3.5669687037884446,2.4750236337339966,7.524624104041343,0.04794562936604805,0.6600660624819669,2.06,0.9876799649405898,27,4.62,89.76815681,39.3232,-86.4131,17030.702014438808,12.369631814834229,164.15075472919807,0.5406322295082732,-0.09500951563076915,16,505.58553572453695,604.9460700989115,0.6143094027784087,516.7901135453553,3.4774168801405243,245.42987171094026,250.86898715793947,293.66314082471433,1700.629822963501,511.89206389839904,523.2364043918222,612.4919929253599,35.469965572456864,7.677481725640013,7.582894881612148,0.1711111111111111,7.520640216647487,0.1051151644754166,158.99122798651422,6.615912775384161,16.217130573265276,8.492945769325033
US-MOz,DBF,19.01400715211382,31.920173046635703,27.093533547719314,31.79442295710245,8.503999710083008,0.7451820128479657,0.21802895322939864,0.01999116659953313,3.240581365318426,2.896676945949009,8.34574549015588,10.463925932379786,0.12087603680781381,0.5750290018381391,1.587,1.918302704140005,24.2,4.01,70.92929332,38.74409866,-92.19999695,2180.200005695224,14.587261744544177,179.45641690160062,0.6741185468603921,-4.9348041974184165,3,539.990875718298,604.4561365354938,0.6520520736013792,532.7126526493367,4.29837994111168,340.2589008936975,335.6727489913905,380.87973316666273,2011.3530590192631,281.49409087153504,277.6999956782928,315.09945496661214,16.639799848974228,4.149576022188087,7.960142904397931,0.16570247933884297,6.149815578151883,0.10804664525378224,59.994020711703925,4.450369087655141,19.486402557706008,3.600088280252281
US-Myb,WET,15.437453835362502,24.68481344669847,17.30880630016327,20.162355508804314,8.62725009918213,0.7631896965177606,0.2839876018247375,0.03669996699811496,6.8906580870672105,1.9003167554160476,7.776803149323802,NA,NA,NA,NA,NA,2.664,NA,40.78494917,38.0498,-121.7651,1536.8000021725893,15.23834701350379,250.59525013130283,0.6771100500047248,-93.48064198662999,4,508.69116961686035,572.318827017405,0.5584400071738782,500.2948542721247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.27281451943044,2.5664600670440905,3.874641576981574,2.285706253590751
US-NR1,ENF,9.670168174966381,16.385996971420543,12.475833761692046,14.932739038467405,4.641109943389893,0.3960726209563372,0.22530648561253674,0.00787994538725571,1.8825015828538105,2.3846770742268566,1.5105115545635086,63.19700455470015,0.17177873528704946,0.4065318487213419,0.983333333,1.6891575630833904,15.9,3.65,59.30533967,40.0329,-105.5464,11100.076077446342,2.220507720126827,181.3508059219691,0.4464928893732579,-0.4912215303193942,16,404.60199040706107,502.48731736539435,0.5931921303146015,398.2758351029511,2.641711828450077,411.4596514008959,405.026273123349,511.00405173124983,1666.372573929673,239.52886293715554,235.78370887789643,297.478061459319,9.700691829783791,2.6577237889818606,4.489314238745354,0.22955974842767293,6.153149735928239,0.1361730362042953,55.4578891314664,4.480612417190027,7.648366875332584,4.293029851406684
US-Oho,DBF,22.040972663824697,38.650823217155136,30.922163972854612,35.58888054656982,6.52595500946045,0.77912554689733,0.23439418730593709,0.01405642412243097,2.0141863557937856,3.747681936082573,2.6423873616800493,8.745412094315657,0.0642345668489037,0.5713790186462211,NA,NA,24.5,4,81.61256825,41.5545,-83.8438,7564.328096538782,10.768853241803326,163.1236307879998,0.4833503686217878,-0.9117299199122444,10,523.8177596117894,611.8345699652521,0.6400407710721205,519.454703634929,5.230820107421936,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.662705804288784,0.16326530612244897,6.249601870361592,0.10449645241993803,121.99328324899281,6.089111735920787,11.48454056396892,6.352830751627893
US-PFa,MF,12.710443282465747,24.768889141173364,17.042784098574987,22.65093836232235,8.298669815063477,NA,NA,NA,NA,NA,2.908172049981915,20.17720924294588,0.08978067696795035,0.5655069632426492,1.89,1.6968547946942614,24,5,NA,45.94589998,-90.27230036,12045.442042589188,5.554301253082628,135.86719645128647,0.3124869609760021,0.8750948357974276,19,473.177909876203,570.9453386137112,0.6667348618967587,466.35272097031066,2.0331542310687176,250.35868247418148,246.7474714128628,302.08748074799536,1310.523234982718,278.8558640113104,274.8336053435485,336.4727143412315,14.596940892421035,2.919388178484207,4.9537778282346725,0.20833333333333334,7.499232882132134,0.1389030962284914,99.08202893237313,5.80830983859026,12.565623451102395,6.310458260975919
US-Prr,ENF,5.5386242836488355,9.815654636640195,6.754282122850416,8.602921631336212,2.5876729965209964,0.42275220412447895,0.13899605328336267,0.00549927714041752,4.059521169520968,1.931525659936946,1.7810276592507843,89.96361448708569,0.22378400860813938,0.470723261147436,NA,NA,2.53,0.73,30.06770833,65.1237,-147.4876,1171,-4.163026641909479,98.85856009338242,0.27205792529603884,2.853806324858446,5,316.1871473871873,411.81270609578826,0.498252308122323,284.535952340452,6.813994574930527,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.44610224197287,0.2885375494071146,1.4651211607047527,0.14376449997205368,70.0742239734179,4.758150004104752,12.430529627637453,6.142599642056491
US-SO2,CSH,5.277482195976918,7.702541152148327,6.21647801399231,7.873766784667969,2.931999921798706,0.2730145413330916,0.15787908566370878,0.0055364464950034996,2.9028262945056817,1.5814605235001677,4.59595572195833,18.01970085860998,0.22871424253646327,0.7408295238095238,0.912900193,2.087932761533861,1,3,93.9256041,33.37390137,-116.6228867,3727.1299898698926,14.144525456526928,197.16767158361486,1.043605621297881,-2.0996281294035732,10,206.33390074033736,232.34907901204775,0.2824187955223242,212.44934669490695,1.7186692408287274,226.02021811637118,232.71913876669203,254.5175045351839,843.74405999806,98.82210028102531,101.75104802648671,111.28187808181946,3.689075287314232,1.2296917624380774,2.567513717382776,3,10.6225224650916,0.8472563865669726,34.04035669942334,2.8126100074062204,5.3729436216365976,2.7032678010975864
US-SO3,CSH,3.5949167019494537,5.868629112006374,5.408983234564463,6.958168348471323,1.7280000448226929,0.3196102858147388,0.20816887093386147,0.005049616334564839,3.970265085576529,1.42290735866006,2.852504737001486,18.01970085860998,0.24838517678223654,0.7320957420582692,0.912900193,2.267508758228429,0.5,1.1,113.572081,33.37720108,-116.6226883,2540.4799906611443,15.710258028007615,213.69298257495663,1.2216687375717896,0.8585054141850966,10,228.92492022966667,252.89383649516785,0.29690156051643574,233.54801182115855,3.3859044533654816,250.76664676492916,255.83082752306805,277.0224373204485,642.8555012920644,100.95878104061761,102.99762282004423,111.52937583039373,2.5881395565552072,2.3528541423229155,5.335117374551249,2.2,3.704931688761221,0.6531834331361587,44.66610454520551,2.705559226743027,4.964102318095347,3.173110856434502
US-SO4,CSH,2.5969217268405917,4.827196895975604,4.370883377393085,5.508620050748195,1.2589999437332153,0.21774474279105954,0.12833574943438864,0.0026820034181790106,3.5682660869724114,1.2881962753031784,0.9673753580878424,18.01970085860998,0.21302255601763587,0.7290447619047619,0.912900193,1.9446833250185311,2.3,3,38.18726629,33.38439941,-116.6402512,1453.200004197657,14.744927910002431,239.91237116452123,1.2046900690797913,-11.339660844327375,3,222.00322549334817,251.92400502721742,0.2963767007352036,228.28145889525675,1.07709321646704,243.1845531369585,250.0617927848951,275.9600742325809,528.7759749630817,114.15906262847842,117.38747175871497,129.54500189629425,2.4822534516922463,0.8274178172307488,1.609065631991868,1.3043478260869565,10.12225317495634,0.38657830530678733,33.533443260110516,2.547314292541773,5.48060463118522,3.1309080920097756
US-SP1,ENF,11.015499375551824,20.846298449713423,13.507783428827919,16.905242894490556,6.010273647308351,0.43798488167175376,0.18567093647819632,0.0071184129260843335,2.138636230236427,3.460664752789267,2.5646756556182404,28.6969696969697,0.26030342336536527,0.5951372549019609,1.12,2.9153983416920912,24.2,5.5,42.72813034,29.73810005,-82.21880341,951.927992105484,20.847749997223332,184.0615127323276,0.671027002225811,0.0949240432277415,6,496.11560936831006,590.9122600570686,0.8510707885304659,499.27513450068125,1.332659273966883,442.9603655074197,445.7813700898939,527.6002321938112,1861.2766472958413,170.17077984628528,171.2545168736369,202.68662830963413,7.150411712731604,1.3000748568602916,3.7902360817660767,0.2272727272727273,6.462447159650241,0.19342517921146954,90.53873194047371,6.275030364667888,13.43705866706579,8.049731171025337
US-SP2,ENF,14.298005347831566,26.973984045232584,16.120898977915445,19.572578147252397,8.239666938781738,0.5662667611996112,0.19519877327569657,0.011480729631097907,2.978620710390094,3.0530166197986057,5.444846852050418,24.000000000000004,0.17462509143411245,0.6000000000000001,0.95,1.6589383686240682,10.1,7.29,94.45677779,29.76479912,-82.24479675,6450.446016839705,20.291783410350543,184.10212785846042,0.6848169957021224,-6.161831680276711,6,446.0963604681475,508.1780661564285,0.7823573458586188,405.655070864679,0.7045984926385715,469.5751162822606,427.00533775229366,534.9242801646616,2839.36674160343,268.90472178188395,244.5269086163408,306.3272727713893,16.25978671383973,2.2304234175363145,3.7001349856286123,0.7217821782178218,9.317992652065401,0.5646915892385477,62.625044152304966,4.905218026059631,8.204422014328326,4.370235966808955
US-SP3,ENF,13.137962949460572,30.354970212850475,19.848889621098834,23.48976436297099,5.88977727890015,0.567705283035835,0.23449634869329317,0.014322908815411192,3.2658517468275035,2.952143004688938,6.530865064809068,24.000000000000004,0.17462509143411245,0.6000000000000001,0.95,1.6589383686240682,14,6.63,85.08061888,29.7548008,-82.16329956,5907.721013765549,19.781951477933696,181.76221986360093,0.6623077479754494,-6.492913854251124,6,470.0834489855539,533.9506418796802,0.8570024645107979,464.956012844127,1.1029189622774178,494.82468314268834,489.4273819411863,562.0533072417687,3195.260022405313,283.3640223629546,280.2732287334844,321.86285637756487,18.297828772281058,2.759853510147973,4.578426879766286,0.4735714285714286,7.736267134056141,0.4058518814076136,78.2331482555843,5.903818399112959,11.322947904240293,6.359440654727522
US-SRC,OSH,2.1175361489064133,3.7302467448545302,3.038889963286264,3.818708059447152,1.5228260040283204,0.17205692312959392,0.14572743529549972,0.0012776990870153628,2.3925204922644663,2.0432168684387273,2.306503033872157,11.810526315789472,0.1484355711432995,0.83631448782,NA,NA,1.7,NA,18.32610765,31.9083,-110.8395,1592.4580060839653,19.585834199670398,214.43206421901533,1.6528560351618802,-2.4824797445988187,7,120.39728436940733,150.7405772071722,0.17657673611512614,121.41612747919841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.34386227753287,2.5151357887236894,4.150712145399566,2.720901972556471
US-SRG,GRA,7.663113125703214,17.342810934956585,13.077280030931744,15.72573374067034,4.347501134872437,0.5184061485262219,0.3262193604013045,0.0038225601062725446,1.9421058442056434,2.6554756280559264,3.7229219276151904,NA,NA,NA,1.77,NA,0.5,1.7,32.08664678,31.7894,-110.8277,2592.3240208029747,18.960673486958566,234.76999696937514,1.6583599351786675,-6.562544576546298,7,205.51222888953032,283.15631349724936,0.2379348886592337,224.78615771311848,7.412576355564102,116.10860389239001,126.99782921645112,159.97531836002787,979.8198268337053,NA,NA,NA,NA,NA,10.201653491150934,3.4,7.144811799478096,0.8089786214413945,34.200915024480395,2.877847745935637,4.026347093109102,3.334888144423251
US-SRM,WSA,5.057943843410323,11.582368504510354,8.529388484087855,11.078888169201939,2.9712250232696533,0.34810561574330895,0.299767939022631,0.0028721152523230706,2.1023490267877363,2.4584989696390203,2.90583969727767,NA,0.04147307527130387,0.6025,3.043332,1.2621633711156777,2.5,0.5,27.16558182,31.8214,-110.8661,3663.421034038067,19.017122596125805,240.22357104291845,1.715036272603713,-5.896787213920432,11,171.73087557546665,239.80496091361178,0.21494165640910134,188.50577217409855,9.020357661134241,56.42857091354695,61.94058754486811,78.79684533715408,380.5818262519618,136.06073469210784,149.35132526264854,189.9951831922031,9.176600089632,18.353200179264,23.16473700902071,0.2,2.3262126492983906,0.04298833128182027,33.28614722246041,2.815437864144224,3.8899304695227137,2.801684281562573
US-Sta,OSH,3.8018592193089433,9.52886644951779,8.588253227869668,10.993719364802036,0.8792253971099855,0.6051979259160306,0.4090926716917078,NA,NA,1.049202473579644,2.968370477046442,4.08,0.09902731538096474,0.21853232323232516,NA,NA,0.5,NA,NA,41.3966,-106.8024,0,5.162455817466321,160.38511915523796,0.6155410985808274,NA,3,91.40341143778964,122.1941717237772,0.15343809718108029,106.5465310435294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US-Syv,MF,16.054529373381957,25.88028329575362,16.93529885292053,20.19703201389312,9.979640007019043,0.5779222097383956,0.2439277785663833,0.010278849686354072,1.838654278404749,3.8539947481634913,4.690580808853795,15.119999085983952,0.045028461662608626,0.8642846847135541,1.958,0.8816572793538768,27.5,7.53,54.50870162,46.242,-89.3477,4520.107982336776,4.354198867421435,159.36288365583516,0.3585115730903339,2.2662974327084466,14,523.7496131221268,602.6765397762496,0.7038297098223414,488.50545088954283,0.5995843679358617,267.4921415332619,249.49205867698817,307.8021142881765,1321.7713634194904,594.0512548208721,554.0763540766593,683.5723516261573,29.354131023247497,3.8982909725428283,3.4369566129818883,0.27381818181818185,10.698610608382388,0.19272137145317206,84.83127380101126,7.509728206749193,27.780476590828734,9.348611074157631
US-Ton,WSA,8.342766101209017,17.757042469251953,13.240831749779835,17.430916265078956,4.9589188575744645,0.3547457645989981,0.27763448544540376,0.006386220593523413,2.28946216977619,3.031949222110566,3.549634616750627,2.392681450225207,0.08412804744963688,0.7274958637513718,2.13,1.7919274106772654,10.64,3.28,45.36677457,38.4316,-120.966,7633.607086062315,16.544480054270153,212.19437393341596,1.1326663050680674,-22.190688505924022,14,316.2562713491487,404.17017892524143,0.4096213382606427,343.64093931208714,3.4445118491466578,148.47712269913083,161.33377432492355,189.75125771138096,833.6639656925801,176.4894434142388,191.77168520582362,225.55053096290538,9.90946528494735,3.0211784405327284,5.4137324601377905,0.3082706766917293,8.007395351833285,0.12627424713298008,276.6349205512484,5.837752824004606,16.523568534097535,5.221128573399917
US-Tw1,WET,19.18489661411478,32.559382950874614,25.20821173985799,28.07526336669923,5.8169569969177255,0.7408519244253455,0.31819123912251845,0.015063427371018455,3.911893584036156,2.690565732892783,3.647160272191126,NA,NA,NA,NA,NA,3.43,NA,NA,38.1074,-121.6469,0,15.98744741575826,198.67484519633874,0.8740286159306724,NA,3,390.5161320849138,431.71542399483224,0.4648430335097002,401.2146617351051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US-UMB,DBF,17.22433942378798,30.99146840641703,24.119833374023436,28.657966082255037,6.606432771682739,0.6374024418279823,0.2567165000515649,0.01591045467787741,2.5633148163840067,3.1484895239558792,3.2656550010755487,8.341097046209754,0.0689869582918159,0.5213838608918692,1.7384058241424818,1.1992733008436725,23,7.76,42.7856814,45.5598,-84.7138,9027.535014511668,7.151311376345869,152.08968377491104,0.40518777068480333,0.6569088367762962,15,556.1353201161513,626.7494728857826,0.7424106830099638,529.1572203700167,0.6399993961854862,319.9111003844461,304.3922270745029,360.5311626213313,1782.7522190743036,463.72692506780373,441.23155247245296,522.6077095561727,25.84187306147394,3.330138281117776,3.9937459286619887,0.3373913043478261,10.452435798119911,0.2504829087024922,77.14599527276134,5.894416693164917,12.072385125849472,6.508010821478908
US-UMd,DBF,17.543772550444523,29.710741521960546,24.216615402698515,29.36252868175505,6.381689929962157,0.5410509226886563,0.24082321605739127,0.014022580141910277,2.1179780143158324,3.5399603669322346,2.3356944514689526,10.110844251976088,0.11947274041190072,0.5923194142503132,1.6817656091985116,2.0092514606143586,23,4.52,NA,45.5625,-84.6975,0,7.8113709517428,157.17177194595035,0.4038594949554331,NA,8,545.7354969516599,599.370393923568,0.7123776824618737,503.2261081125541,3.1003302802401085,324.5015202872082,299.22487733137757,356.3935370335069,1766.6398551293935,271.61134763330875,250.45451899718176,298.30531701607003,14.786970224660703,3.271453589526704,6.573172903088617,0.19652173913043477,6.344948910217873,0.13999770107511605,NA,NA,NA,NA
US-Var,GRA,12.897733707081695,24.325404653179564,16.64638503074646,19.236683614095053,5.915352153778077,0.6191253790838622,0.21524863761499657,0.009980701897712434,2.7594492450918606,2.6789617281790545,5.914762674780034,2.184931506849315,0.048833281982093905,NA,2.3,1.1231654855881597,0.705,3.9525,47.0495295,38.4133,-120.9507,8022.02410486876,15.817599090502362,216.05999344876378,1.04587415796338,-6.778034679690568,15,336.81955152858086,440.03260747928493,0.42342956459815484,377.56003349070744,3.3712084251303494,146.44328327329603,164.1565363003076,191.31852499099347,1057.6262892686768,299.88417187891156,336.1570831149547,391.7789614491727,21.657899005364524,5.47954434038318,6.154435079868327,5.6063829787234045,9.3344922755949291,2.3739083036513575,1055.5647567165483,5.09673176813731,10.491721409566118,4.786437398758287
US-WBW,DBF,16.352319347073472,30.22727421747306,26.57260025024414,32.30479970550538,4.204999923706055,0.6784259026999933,0.2528338179947479,NA,NA,NA,3.4727994548777215,10.129386412638311,0.056982599073548,0.6521339402835242,NA,NA,25,5.75,NA,35.95880127,-84.28739929,0,14.83254554152801,172.02279853025846,NA,NA,5,NA,NA,NA,NA,1.7053061190718923,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.256917255212706,0.23,NA,NA,NA,NA,NA,NA
US-WCr,DBF,17.735048385588815,33.96329875356173,24.414013679822283,28.335326170921324,7.673800182342525,0.650749061615628,0.2662169222433062,0.024651611150229024,2.5956731546617444,2.7795653084776055,4.066690586358756,8.290523879019691,0.033938926835782965,0.8121358640007726,1.8775,0.6372033513418252,24.3,5.36,55.19744395,45.8059,-90.0799,10434.390054404736,5.477985842564871,150.3939823989693,0.2673452219209504,2.2782222831907086,16,510.70682778402363,623.2201597390776,0.6104959044848709,523.505967542413,2.328630888028248,272.0142890993468,278.8314074793145,331.9414965321319,1808.963981547895,801.4817039310533,821.568132747595,978.0553702781041,53.30056516815502,9.944135292566235,6.336436334619726,0.2205761316872428,8.779747678279191,0.13466082502217727,111.85142260363287,6.699761600540382,17.4268097500602,9.234208145686642
US-Whs,OSH,3.2196768160263454,6.274796141473524,4.9015566721558566,6.311903536319731,1.7411749958992004,0.3619770684989154,0.2749132234306386,0.0028966377709906998,3.769210972724496,1.5254948134016593,1.8869000308332866,12,0.14699257160411264,0.8541000000000001,NA,NA,1,0.57,23.46002668,31.7438,-110.0522,2195.576010555029,17.657987461736393,245.5473428727409,1.5414764633718268,-3.222584791306086,8,132.09698107732245,194.49404098316418,0.1548858156839587,146.8921785004566,4.718736141336351,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.008414283286886,0.57,3.6801304075711694,0.08828491493985645,23.659543968835916,1.9961289472736468,2.8092246007611896,2.055272545753839
US-Wi3,DBF,16.43905783640598,29.900718923990674,26.538950014114377,30.78908006668091,4.363424110412595,0.6313338788949413,0.29093221486311516,0.008351078664559974,0.988944913015227,4.0988316736222306,1.9170670683526945,NA,NA,NA,NA,NA,20.5,3.9,53.9345246,46.6347,-91.0987,1407.3000078350306,11.257730517572183,115.34457976842933,0.5127032316522605,2.8557377802022943,3,506.12404605301714,626.5405270036454,0.7224816579030289,516.3407619984815,4.25409702468007,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.666851006151455,0.1902439024390244,5.398060915926333,0.13744773004008842,109.15499496992105,7.404523371211832,17.331778596672933,8.570379498177395
US-Wi4,ENF,14.79783615008574,28.814224491453928,23.59448730945587,29.008480157852198,4.539330005645752,0.44769546759004386,0.2506863003859035,0.007062462979991114,0.9806709616646594,4.310071549137959,3.408078068135343,38.633059489806875,0.21641852083969065,0.4156033333333333,NA,NA,18,2.8,73.60718377,46.7393,-91.1663,2073.1010064557195,12.59760672720495,120.93620322949417,0.5398601943431274,1.8394249898929067,4,484.3069955308738,603.6381796940125,0.7434892464993724,485.3435190845408,7.105500277924419,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.290794461233546,0.15555555555555556,3.7660262245667373,0.11565388278879127,15052.005449106899,7.749221180837181,14.989914055101963,8.459752504092997
US-Wkg,GRA,4.875623184762375,10.392328039708692,7.8788286707618,9.521841192245482,2.3669750690460205,0.3926485474062924,0.26998899913934926,0.0027723522972149944,1.652376137251904,2.2372958655057653,3.0938287046440096,NA,NA,NA,2.64,NA,0.5,0.9,24.80946431,31.7365,-109.9419,3117.712011516094,17.436571504981554,246.636626193711,1.5072288002828604,-3.701352689800138,11,151.48540438590067,243.34748770294078,0.1661169576964908,186.38444364313435,6.62644091900658,57.38083499465934,70.6001680466418,92.17707867535636,393.648789382905,NA,NA,NA,NA,NA,11.54703115523188,1.8,5.417869508809409,0.29901052385368343,32.47664085308232,2.7308272504798436,3.5926126238483533,2.845681365943783
US-WPT,WET,11.033226321306865,21.522477506350004,14.213864755630492,18.55306811332703,7.133930206298828,0.8282769017183149,0.13044765874130504,0.010232351517401825,2.889942989480909,1.96892617653073,4.553003357529496,NA,NA,NA,NA,NA,1.7,NA,72.45098632,41.4646,-82.9962,2530.1820346713066,11.40038019000353,149.80043553168792,0.46460837714800424,-2.180449865524184,3,381.2572379293842,441.90011385086655,0.47105688951663527,326.58570713739175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.95507487807991,3.089221786421489,4.6772820170719935,3.1245649255119594
US-Wrc,ENF,11.622588411036299,24.535911183510922,18.429055261611932,24.228040089607237,8.318999767303467,0.3660980762178255,0.24243139627508214,0.012695360242889482,2.188426935160699,3.201455476397734,6.742273983812079,59.84119049895705,0.08674458170257655,0.480876829227365,0.75,0.6505843627693242,24.3,8.7,143.1282227,45.82049942,-121.9520035,14056.708079405129,9.568688807503559,154.5475215662124,0.39697935609389834,-2.864622992020893,9,580.5995571126101,659.1773832480175,0.8064318487103632,568.639172408902,0.3166804071368756,774.1327428168134,758.1855632118694,878.9031776640232,3271.454824468123,892.4277777615009,874.0437135445304,1013.2081571129617,37.713650354382324,4.334902339584176,2.8202196762656233,0.35802469135802467,10.788264394459299,0.28872251373580904,157.34908039324628,10.291873067207407,93.07826991093134,8.148620073478716
