SITE_ID,IGBP,GPP_NT_day,GPPsat,NEP_95,NEP_99,RECOmax,EF,EFampl,Gsmax,G1,uWUE,GPPsat_std,wLL,wLMA,wSSD,wNmass,wNarea,Hc,LAImax,P,latitude,longitude,Precip,Ta,SW_IN,VPD,CSWI,n_year,APAR,APARmax,fPAR,APARpeak,GPP_k_LAI,APAR_Nmass,APARpeak_Nmass,APARmax_Nmass,PNUEmass,APAR_Narea,APARpeak_Narea,APAR_N,PNUEarea,PNUE,GPP_LAI,LAI_Hc,LAI_fPAR,LAI_Hc_fPAR,WUEet,WUEt,WUEtmax,pWUEt
CA-NS6,OSH,7.012720014391128,13.55669659429164,9.672610068321225,11.63126578330993,3.4688098907470706,0.4188693687057767,0.2203264831748264,0.00445942903494548,2.1565466814715184,2.9839366644371377,2.113226277004166,NA,0.198,NA,1.95,3.8609999999999998,2,2.97,13.50706289,55.9167,-98.9644,1010.7790030241013,-0.8348904247309431,129.66733572837663,0.3488667207304128,2.3460778130783346,4,320.88693644228067,385.0697084791511,0.4879761904761905,351.04793782851976,3.070623510447769,164.55740330373368,180.024583501805,197.47164537392362,695.2152099636738,83.10979964835035,90.92150681909344,99.73315422925437,3.511187929109464,1.1822181579493145,4.5645443078423025,1.485,6.0863625274457185,0.7246446428571429,68.0471869142284,5.012719419152411,9.485085120676656,6.9292327036596735
CA-NS7,OSH,7.547292208519566,15.457745517447272,10.456453442573547,13.50559133052825,4.6505461692810055,0.4182889209163706,0.16377049837688895,0.005978325309370683,3.1691052479503443,2.5665035425110485,2.37507474594572,4.9799999999999995,0.0682319750779411,0.4169978246470625,1.36,0.927954861059999,1,1.36,11.67776305,56.6358,-99.9483,1019.8480051159859,-0.778357609398764,125.29101148268579,0.3592684799303641,2.661347838202578,4,199.89055909797588,224.5207368432123,0.28767857142857145,193.58459538138828,7.831156542801811,146.97835227792342,142.3416142510208,165.08877709059726,1136.5989351064168,215.4097871416307,208.61423707642138,241.95221800631896,16.657863616113776,12.248429129495422,11.365989351064169,1.36,4.72749844816884,0.3912428571428572,26.8641443470069,4.201672237163294,7.694416654165458,3.3474105099156843
CA-Oas,DBF,16.87074171079912,30.079646401822895,21.909794311523434,26.406880176544185,7.236380100250244,0.6327754212357743,0.312315624112472,0.014067755583210027,2.3790175668503246,3.5326110988675588,2.3188143588438637,5.25737768987085,0.06272392093362152,0.39609525276826235,2.375833334,1.4902158219327841,21,3.04,40.95755904,53.6289,-106.1978,6706.166002521291,2.0379881619694835,134.15554976926302,0.360642689868834,1.5344811183383578,15,483.7184234484319,577.9860660306092,0.6452555914545572,459.96769078978735,6.578776223398083,203.5994766661658,193.60267583053758,243.27719363104498,1266.0671929869848,324.5962204461482,308.6584399521522,387.8539319767598,20.184758448484406,6.639723173843554,9.894620526915427,0.14476190476190476,4.7113113629083445,0.09340842847723115,88.66043091261999,6.247580177047728,10.91915497593016,7.09315839506581
CA-Obs,ENF,9.187391702711924,16.584725060761265,10.610366690158843,12.906270963350932,5.472564125061035,0.36259625416716845,0.193696077198319,0.0063929534712554295,2.2465219380471178,3.004253229602727,1.3954614320047112,69.6932714204546,0.18196080217438276,0.4907074960169498,0.843333334,1.5345360995503665,11,3.41,39.17475184,53.9872,-105.1178,6725.878003619611,1.6095216977013378,135.40172497229142,0.35249555810222427,1.9972363420778156,12,374.49336736840775,450.93322832410746,0.5821871101382932,349.5375270524351,3.014645048356992,444.06328111347693,414.4713756238587,534.7034323726939,1966.5681874684753,244.04337407125047,227.7805827799378,293.8563833436275,10.807647383219427,3.1693980595951396,4.863555736293626,0.31,5.8572234606671145,0.18047800414287088,80.3757771646821,5.85188040934436,11.44284154755754,6.0385830975688455
CA-Ojp,ENF,6.512759069742956,13.437608929273798,8.744749372346059,11.027477764402114,4.225456047058106,0.2738231552287233,0.18736877758278625,0.00505306123827518,2.501332798686407,3.137679819710153,1.3205286562651255,32.022857152950856,0.19759652547671222,0.43000000000000005,1.098888889,2.1713662635136446,16.7,2.06,38.69437214,53.91630173,-104.6920013,3195.799999833107,1.749332772593073,132.58312407276034,0.38489960422185243,2.165025839714643,7,362.80967314629356,422.8333641812666,0.5902434403901834,341.2413156145448,4.797319921156873,330.1604709794218,310.5330475450324,384.7826367286771,1222.8359995069345,167.08819660816,157.15511535228404,194.73147910894102,6.188550110164019,3.0041505389145717,6.523111130715436,0.12335329341317366,3.490085376701902,0.07280847228765137,60.65739518886732,5.628057266696486,11.139228616386141,5.3346789611053484
CA-Qcu,ENF,4.304705620314734,8.000499357705396,4.325438449780146,5.52154534180959,3.466727495193482,0.4510850799236836,0.14605441433946148,0.006719197231921191,6.698355690588947,1.2453505968055307,1.0719236440040467,61.42211885769015,0.21339081998936837,0.45023580801987906,NA,NA,2,0.77,85.51648101,49.26710129,-74.03649902,5031.226493448019,1.6538430514122429,125.80083075700996,0.2880139805212477,2.9984034293614115,6,347.24815654818406,388.8978378367351,0.6020387152384864,302.27696684325053,5.4439448779050315,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.390258906110903,0.385,1.278987514440793,0.23178490536681726,-335.2697142024575,2.983248154110727,5.8581411108291785,3.2107172008667497
CA-Qfo,ENF,7.695728677776856,14.915210579261755,9.76191815137863,12.1309323143959,4.630662059783935,0.322861682905385,0.15253207323141324,0.005452984642307894,2.5352939861308172,2.7359197233956936,1.3344692490421137,79.40359143603787,0.2183557084940524,0.4676547132092124,0.754389583,1.6472527187649775,13.8,3.7,NA,49.6925,-74.3421,6272.417042315006,1.405272906864172,126.80177551623262,0.30183876284501293,3.668063904180026,8,347.72200983196495,436.37370675725106,0.6321332900746968,337.25293606668697,2.3452254464541586,460.93161632636827,447.0540734742449,578.4460928290032,1977.1230827377099,211.09208433583186,204.7366091582725,264.90999333995387,9.054597639665387,2.4471885512609153,4.031137994395069,0.26811594202898553,5.853195928919968,0.16948501255625928,1177333.213286861,6.593693745728407,17.821507495154414,6.138356559927847
CA-SF1,ENF,11.445575575350668,21.67249722499843,11.344375085830688,14.169550111293791,7.394750118255615,0.48715558124274816,0.27899855046900296,0.010201359117507542,2.53668431219755,2.8881090918723604,3.0307203349264493,49.83156098643144,0.20688555752518628,0.44156331886850236,0.95,1.9654127964892696,6,3.4,41.17228609,54.485,-105.8176,1555.7000112459064,0.7868729895588732,131.41406550589596,0.2602940831704634,0.429942672921797,4,389.2927852208834,450.6647544281449,0.6209694192448111,351.0240428759592,3.9592081680858255,409.78187917987725,369.4989925010097,474.3839520296262,2281.3154973682563,198.07176686559686,178.6006703034487,229.29776138282375,11.02694419396834,3.2432188805789237,6.3742638897054205,0.5666666666666667,5.475309885847347,0.35188267090539294,60.759872205150245,4.838783069182272,9.443756319825575,4.3321764394536615
CA-SF2,ENF,14.458606694407687,30.430864314906344,15.651300010681153,20.075600006103517,9.289185905456542,0.49718461891880894,0.3286543183930152,0.010844579419425042,1.766281594664298,3.5915308950732387,4.114642046997747,14.435423447260039,0.0936081430441852,0.40591973644323004,1.07,1.0016071305727816,4,3,22.76222659,54.2539,-105.8775,1248.7700085639954,1.7455865651577247,144.9706240287264,0.33989863268184484,-0.7077367573369412,5,390.7964124729101,482.4433832635943,0.611492358781452,377.1460608456892,6.790043628040191,365.2302920307571,352.47295406139176,450.88166660148994,2844.0060107389104,390.1693593669089,376.54091043662345,481.66927784120605,30.38203641531992,10.127345471773307,10.143621438302114,0.75,4.906030233931677,0.458619269086089,74.13308108735727,5.849145986994885,10.589231286917833,5.5365899056404055
CA-SF3,OSH,5.867258339280264,12.524141101771422,7.9668000078201295,11.176660110473632,3.7631840229034426,0.42128840455429956,0.20603956066446455,0.006949917583719241,4.091482616250112,2.031951836765585,2.0066159150274037,22.2115620760406,0.1450029777762051,0.41730353885599075,1.35,1.957540199978769,18,1.1,30.03992453,54.0916,-106.0053,1355.540009252727,1.8880405345204592,131.35297903936458,0.34953408105644856,1.482209012933159,5,303.02941260677073,365.4069362193932,0.41075603270941036,311.3368345762162,7.225800833845481,224.4662315605709,230.61987746386382,270.6718046069579,927.7141556867718,154.8011185722047,159.04492514615683,186.66637662069792,6.3978972702104695,5.816270245645881,11.3855828197922,0.061111111111111116,2.677988665788375,0.025101757554463967,38.92694023068606,3.4948073648465634,6.153714399596556,3.2741048555595698
CA-SJ1,ENF,4.009778380277382,8.27257041556441,4.213035216331481,5.110796948432923,3.3569519519805904,0.46762651430078395,0.364547312189785,0.007361714018060036,4.148217432693806,1.7774673981343037,2.479160398779559,32.022857152950856,0.19759652547671222,0.43000000000000005,1.5,2.9639478821506833,1.7,1.14,70.55000242,53.90800095,-104.6559982,1245.8000004291534,1.731174496506739,138.82474893429045,0.3713735027158753,3.8185896259026366,5,336.3533654845078,417.38532223718585,0.5589760065673444,325.03986298416237,4.678349013434874,224.23557698967184,216.6932419894416,278.25688149145725,551.5046943709606,113.48153842720235,109.66450015588964,140.8207360023905,2.791064736793453,2.4483024006960115,7.256640715407378,0.6705882352941176,2.039443529965995,0.37484273381574856,NA,NA,NA,NA
CA-SJ2,ENF,1.488896908884334,2.9205922057934637,1.0981061637401568,1.834050800005594,2.05543794631958,0.28020941398908766,0.13466117908446396,0.0019639928687820106,3.732943357877317,1.1225730075138542,0.8629150824443663,32.022857152950856,0.19759652547671222,0.43000000000000005,NA,NA,0.19,0.18,67.51166582,53.94499969,-104.6490021,1166.8000063225627,0.058054747155129156,136.4696848450733,0.3500315261329582,3.952154787007582,3,330.95793755256756,387.19256800479457,0.5605324501924489,304.1382303133921,2.669220296334731,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.225512254408134,0.9473684210526315,0.3211232461888695,0.5310307422875832,NA,NA,NA,NA
CA-TP1,ENF,11.128052307129163,17.40844303026934,11.628187844970007,13.895282978578047,6.25564413070679,0.41510159160161164,0.21012211258950275,0.0058680885355098895,1.5422214418175344,3.6452771270308655,6.56911605356236,21.441859516895484,0.10917326415317474,0.37675714285714285,2.13,2.3253905264626216,6.5,0.45,95.47645206,42.6609,-80.5595,8020.0219973400235,8.942532153073886,169.84566289455,0.3555877456707976,3.4911914992984947,12,475.7953348384687,579.7873654480262,0.5460043877524818,448.7747394707426,13.900924103018703,223.3780914734595,210.69236594870546,272.2006410554114,817.2977948483258,204.60878696459102,192.98897727661154,249.32903047902124,7.48624492624515,16.636099836100332,38.685428956154084,0.06923076923076923,0.8241692010064887,0.03780030376747951,95.38445864530928,7.228864265834298,14.812790006740627,8.078747306977696
CA-TP2,ENF,21.23511514770069,44.58204655237359,29.058830280303955,33.8883729095459,9.535887908935548,0.7441811715738726,0.3320946646951809,0.04179048739574202,4.279108177182039,2.6118691199398087,6.306544601378665,21.72526875899882,0.1361208468926611,0.37991509523809525,1.34,1.8240193483616587,11.5,12.8,NA,42.7744,-80.4588,0,8.522499009716393,159.17949376815565,0.3204950661613612,NA,5,448.1279061646797,527.2699949006683,0.573075218262122,414.04210699942,0.07407562370207525,334.4238105706565,308.9866470144925,393.48507082139423,3327.0183994308645,245.6815529765021,226.99436131053886,289.07039575773376,24.441652218446784,1.9095040795661549,3.4829723869041866,1.1130434782608696,22.335636914847953,0.6378576342395793,NA,NA,NA,NA
CA-TP3,ENF,14.54710448778484,24.74879991022947,18.09231765270233,21.705042432149252,7.190465831756592,0.439035311797017,0.2610541700095066,0.010040846131677147,1.9181593109842805,3.7692871286237537,6.118906585153651,21.876495603721306,0.1374320484757431,0.38180171428571424,1.13,1.552982147775897,16.2,5.9,95.47645206,42.7068,-80.3483,8020.0219973400235,8.793733240347017,166.82415331485683,0.35608245084149887,3.0426386781739136,12,548.0684222174706,646.2875176769435,0.7669561872441609,535.1206271426903,1.295344909878,485.01630284731914,473.55807711742506,571.9358563512775,2190.1592840911035,352.9135367089613,344.57616136094236,416.159012904639,15.936306766741303,2.701068943515475,4.194711849191435,0.3641975308641976,7.692747119232421,0.2793235496753426,109.95852765634845,8.044332672788782,17.402280352881004,7.444665645763342
CA-TP4,ENF,15.278809382978405,26.905033843463627,18.647116096203142,23.203208408355707,9.2968902587890625,0.45097984176993433,0.22947698018016138,0.013232499402228383,1.7248669767693894,3.5056495586687366,5.754888437074263,23.572271172044907,0.12423167468251259,0.40052469565781584,1.385,1.7206086943527992,23.4,8,95.47645206,42.7102,-80.3574,8020.0219973400235,8.540625843910872,161.24781397076572,0.2865572504888464,3.0023114008218346,13,493.7906808629205,589.4469209095413,0.706133346331027,456.6100771493376,0.4927828841660517,356.5275674100509,329.68236617280695,425.5934447000298,1942.6017215497204,286.9860430692861,265.3770602508142,342.5804616960044,15.636927752235879,1.9546159690294849,3.3631292304329534,0.3418803418803419,11.329304927414793,0.24141310985676137,186.85305312128656,8.16630143553801,16.68341997490262,8.46380903251081
CA-TPD,DBF,17.912991527153725,31.08659899002952,25.5671160697937,31.00270670572916,7.738262081146241,0.5424730538022978,0.23012864304224567,0.0087560575186047835,1.0497265343772848,4.363570515491853,2.8870372382067,NA,NA,NA,NA,NA,25.7,3.98,81.4783335,42.6353,-80.5577,1947.4000160992146,9.694795096619343,164.8087312973067,0.4188675871770167,3.2563292302254703,3,522.001862904984,618.1283444441536,0.6668122417300963,455.7684046340462,4.249395874596477,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.810703263826512,0.154863813229572,5.968696659907712,0.10326508646248185,101.26586356590914,8.843618183842002,16.7170491426362,9.777871680241375
CA-WP1,WET,8.929937816229577,17.573003577224483,12.697666533788043,15.60026648839315,4.489999771118164,0.5468009094657178,0.16478043855132646,0.0074389383848734,3.413678417802129,2.316357263680581,3.2019966675992357,46.29902918737503,0.15006062001204315,0.496485808019879,1.150333333,1.7261973317050012,3.4,2.61,29.53090935,54.9538002,-112.4670029,950.0000106394291,3.0796329860683063,125.13680369229014,0.30798967121833093,2.069068783815941,3,393.33269182136956,487.1401508669972,0.6698026975017649,378.87607788004925,4.765315928401358,341.92931782267107,329.3619918775745,423.4773842435436,1527.6444725282495,227.86079238858898,219.4859596416045,282.20420801244006,10.180182331684675,3.9004530006454696,6.732951562154975,0.7676470588235293,3.896669884631396,0.5141720707292959,60.59838194778298,4.371542891156889,11.355298752264162,4.112618858763061
CG-Tch,SAV,13.42648303892511,28.233262296601634,18.462534761428834,20.671523098945617,6.343790054321289,0.5305582525685689,0.12119675208422714,0.0074107908547887975,1.5329498246644888,3.125205381041921,4.6472822879043,NA,NA,NA,NA,NA,2,NA,153.3362762,-4.2892,11.6564,5898.641995489597,24.243547744747865,150.53691165093352,0.3918851558388555,0.5364793041731432,4,176.0686884406989,204.29216474796334,0.3085684523809524,205.0078797341853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.89633404885352,5.282208763807013,7.037434907928003,NA
CH-Cha,GRA,22.11774852683266,42.64919176880985,27.269636964797968,33.14770845603942,12.902099609375,0.7942172956400578,0.19269856550261943,0.04101759782031586,2.978256184089046,2.84624154106488,3.403578598517392,10.409322602741987,0.04143279593182934,0.179811892125,2.625833334,1.0879561667861708,0.5,NA,90.4400962,47.2102,8.4104,10541.57512331009,9.582733821618886,136.28611341440958,0.2691908359409134,0.26999052421788466,10,464.4051938370872,554.6799660998225,0.8007550643278789,442.657715210783,NA,176.86011820470216,168.57799369028155,211.23959351024922,1624.215490624503,426.8602063343627,406.87090962349765,509.83668555172636,39.201204120930555,NA,NA,NA,NA,NA,139.82345631361443,7.866015639953005,23.130373654773738,6.136791455629353
CH-Dav,ENF,11.532366978728447,20.089921207442572,15.445266498459707,20.405081271065608,6.71930184364319,0.4376115736229659,0.26098520881846854,0.010257206607761202,1.2466316628785536,3.241776285271004,2.525947120045519,68.21111711872628,0.21608713194102658,0.4581823938077381,1.13,2.4417845909336,25,5.5,71.49270235,46.8153,9.8559,15149.780080966651,3.5677684844744104,149.59467557701933,0.2859515051197625,1.2323082508118914,18,388.2197858233305,437.0485897499723,0.6046636045347706,346.79980334800393,1.2843056946030798,343.55733258701815,306.9024808389416,386.76866349555075,1777.8691334019977,158.99018581114777,142.02718971840483,178.98736496771392,8.227556714886683,1.4959194027066696,3.6527129468077404,0.22,9.09596668089807,0.13302599299764953,257.25880289137274,8.485605718389602,20.661049180009407,8.244381337586729
CH-Fru,GRA,20.456556861498946,36.96726329442454,25.553582353591914,30.28577203941345,9.646719932556152,0.7202935294409367,0.14596701813265456,0.028776702475115202,0.4118228525343177,2.409703249666009,1.8495177309415616,3.8923752853875833,0.046428665903051274,0.16457026544885375,2.135,0.9912520170301446,0.4,NA,111.3785072,47.1158,8.5378,12327.347043387592,7.756204873187694,139.60300742521488,0.21595149556227233,0.3027411752644223,10,485.95513460525706,573.554178863577,0.7434790359823763,453.2763675217959,NA,227.61364618513213,212.30743209451802,268.64364349582064,1731.4877421276133,490.2437788335707,457.2766155672917,578.6159009108325,37.29350625200326,NA,NA,NA,NA,NA,104.16561377202726,6.403853330375192,15.688309495771945,6.061735943996726
CH-Lae,MF,17.612397992196023,32.989471600333694,28.99077850688587,36.439218906055785,7.450500011444092,0.5685069473353344,0.25995400680078107,NA,NA,2.2659254859775504,4.138909517623659,19.27538860328615,0.09037905773529496,0.5917860076978052,NA,NA,37,5.5,NA,47.478,8.365,0,7.678731109042983,135.9612308662798,0.3234330206629895,NA,11,491.84046028310615,600.150454368411,0.7372798836100705,469.8603552047092,2.1089463617487536,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.998085745515217,0.14864864864864866,7.459853608197477,0.10959565837446994,NA,NA,NA,NA
CH-Oe1,GRA,18.18909348388407,36.99258561547853,24.93658086231776,29.303767512185242,7.705199956893921,0.7905147696358535,0.19105831946057505,0.015808560355945904,2.1983916186073382,2.925217688975671,3.004784019533443,NA,NA,NA,NA,NA,0.55,4.85,101.861953,47.2858,7.7319,8556.40407606773,9.260932107949062,136.8208031798173,0.3074026047555879,-0.06186301878731222,7,337.02102327529474,427.60648767693345,0.5347696334828246,338.05301162996415,3.2730343937609168,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.627337240304852,8.818181818181817,9.069325736416873,4.715695858893998,108.79647801948965,6.693550145246309,14.650874838182217,5.606571523045931
CN-Cha,MF,19.000702537816604,35.23102092566822,24.448730278015137,30.023244934082022,9.155579566955566,0.6435273606917254,0.2583007742639819,0.009987399067281104,1.6296928624488294,4.016938484375759,1.0997499611395984,NA,NA,NA,1.91,NA,32,6,45.12083368,42.4025,128.0958,1394.400006905198,4.3544644754776956,160.603759404961,0.4240600784492497,-0.2349665463288883,3,405.2527356102863,553.7218248376114,0.4781132099050413,418.6755938585904,1.7540492474958889,212.17420712580437,219.20188160135623,289.90671457466567,1844.556069406713,NA,NA,NA,NA,NA,5.871836820944703,0.1875,12.549329062026267,0.08964622685719524,88.07455518589916,7.386757581601348,12.844384796563643,6.359211192275871
CN-Cng,GRA,7.568004165063828,18.31811025572007,13.594631338119505,16.6873180437088,3.7000598907470703,0.5873750288109121,0.2556183121289709,NA,NA,2.2620596681976406,3.228543280472048,NA,NA,NA,NA,NA,0.75,NA,29.81399059,44.5934,123.5092,1060.6000029817224,7.705617947138794,156.60043011775906,0.6970774426548504,-3.381621461011866,4,231.44021272383534,329.6195123096313,0.24539106162034757,257.6436214196004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.521869923949865,2.9952005675086895,5.226727259641625,3.8796662375356017
CN-Din,EBF,11.204932753757259,21.893935911615884,16.46450678507487,19.87026693979899,4.199470043182373,0.5582172831561709,0.24982965624939235,0.010326111477253052,2.494885377838724,2.7620525495048183,1.0627775659477356,NA,NA,NA,1.72,NA,17,4,115.7919098,23.1733,112.5361,4011.4000062420964,20.42958150741615,138.90789274326113,0.6693448485725274,-4.499773430258441,3,405.5044988349563,491.8307928108682,0.782465312134955,402.4079708755375,2.9630220177627815,235.75842955520713,233.95812260205668,285.94813535515596,1272.9032506753422,NA,NA,NA,NA,NA,5.473483977903971,0.23529411764705882,5.112047700984991,0.1841094852082247,72.88950065296603,5.190433723665636,12.513681075045497,4.017037881376846
CN-Ha2,WET,11.788012216243006,21.41923748715317,15.868729464213054,18.186681632995597,4.957970142364502,0.6340005326166567,0.17447287047429005,NA,NA,1.4476698023698813,1.3399811948163598,NA,NA,NA,NA,NA,0.65,2.8,45.28080758,37.6086,101.3269,1581.1000078245997,-1.5055382068727925,194.7222987191192,0.24872525856989522,-0.7615320153794419,3,NA,NA,NA,NA,5.281918934276216,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.649727673983275,4.3076923076923075,NA,NA,NA,NA,NA,NA
CN-HaM,GRA,9.593932456881175,17.969643457427363,14.612611945470173,16.371965376536053,4.702513980865479,0.6768203235135556,0.1538171345646293,0.006883398632470473,1.2932754088341303,1.9751334901027378,1.1606878302561348,NA,NA,NA,2.9383,NA,0.3,2.8,71.18333551,37.37,101.18,1696.6000137329102,-1.9781262069280678,194.25976604497163,0.25573547147301756,1.9614918321270347,3,270.42493463451405,336.31870030421794,0.2576159296503929,275.7867221502243,4.43125951971474,92.03448750451419,93.85927990682514,114.4603002771051,611.5659890898603,NA,NA,NA,NA,NA,6.417729806224059,9.333333333333334,10.868893099117907,2.4044153434036675,48.76420480892034,3.8512718697726855,7.048959327613341,5.119224622462348
CN-Qia,ENF,13.58094716251212,26.707733820764354,20.882249832153317,26.462034200032523,5.672713947296143,0.6412953723046915,0.2823822862041352,0.008088753071539953,1.7218500879010796,3.2322672687134104,0.7117027516035672,NA,NA,NA,1.23,NA,11,3.5,99.9870311,26.7414,115.0581,3509.7240117900074,18.24311982909602,140.96485166323006,0.7028271194959224,-2.3881860052210326,3,338.5289451785525,407.2087178601793,0.5124944582058488,306.2841155954135,4.641108226659045,275.22678469801014,249.0114760938321,331.0639982603084,2171.3604732328745,NA,NA,NA,NA,NA,7.630781091646958,0.3181818181818182,6.829342140113812,0.1630664185200428,88.03817640407658,5.387514949577185,13.200631133847518,4.902191263793206
CN-Sw2,GRA,1.078239370410006,2.2490955568527324,3.7526087045669554,6.7494283596674585,1.6701520204544071,0.2504497586096984,0.25559876434051954,NA,NA,0.8476788458292217,3.08424745658046,NA,NA,NA,NA,NA,0.2,NA,NA,41.7902,111.8971,158.69900085031986,0.38064512428958147,92.07849517772732,0.6417100786359339,3.176679422782547,3,40.76528508625325,61.76637160928909,0.1949268704184928,81.22059532263644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.9642151796516,4.900889284487688,7.978500557026667,5.103930388542416
CZ-BK1,ENF,16.851875683774185,33.77692456674738,24.91919197602705,29.305345543948086,4.775636959075928,0.3784309598711017,0.200838396616623,0.008973429630413816,1.0326062441158248,4.670717423629128,4.978739455403293,74.64952061921224,0.2304092899038959,0.45639082392728675,1.3,2.9953207687506467,15.9,9.8,NA,49.503,18.538,11073.23399926722,8.239252756031721,130.07532401812145,0.2934783897565796,2.714053130302959,11,457.7135194703023,553.615247155686,0.7665015175409908,451.70381997462925,0.2515226746666295,352.0873226694633,347.464476903561,425.85788242745076,2598.2249666728753,152.8095168455749,150.80315426886173,184.82669800556948,11.276563404872258,1.1506697351910466,3.446624955790549,0.6163522012578617,12.785362814987405,0.4724348976038812,-10735.737571611206,12.02739464580204,56.689436459817124,9.65609986555125
CZ-BK2,GRA,13.297553253165047,25.83401870831091,17.057259818485804,19.779921613420758,6.156206798553466,0.5358790423367287,0.19267083382917416,0.005869461156364204,0.6064736906135679,4.537769582937466,3.2831641461158823,13.559339655778013,0.07499127483042882,0.24693021536400797,NA,NA,0.1,NA,81.3365987,49.4944,18.5429,5403.72000053525,8.093017045087041,135.9964552447729,0.293799677823736,4.3135648397727495,7,453.2550874600825,527.5013230002936,0.7681340314529217,428.3885133005877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238.13385796513793,11.399716468680282,36.80568991842867,12.354524662108853
CZ-wet,WET,14.085241138666492,25.789821868712355,17.458972623613146,20.468578648037383,6.979206085205078,0.6831650653661245,0.20476090385228074,0.012017281479796475,2.7454168809935426,2.5837830244388664,2.693666525357197,5.125458190046474,0.055975230680296945,0.28376665722470007,NA,NA,1,NA,48.86776462,49.0247,14.7704,4848.130047112703,8.670030158188265,131.84808584025893,0.26423390625801557,0.8169799869966285,9,448.6758593660154,525.5037202509898,0.6671846364359436,437.05241250622845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.2492132441541,4.95551097230965,8.470075611798183,4.646767588701584
DE-Akm,WET,17.330040835803214,35.20184641187565,23.10404518127441,27.444312160491947,8.998101806640626,0.6326850505854265,0.23138436238422633,0.012474032117490205,2.075837223670353,3.7349865267390125,7.507818931864103,NA,0.08187853266204563,0.434652355852418,NA,NA,4,NA,NA,53.8662,13.6834,0,9.616673759754287,128.6574630015285,0.3402567810057236,NA,5,451.94337541159956,552.7089371683375,0.5546598192935711,472.88946008755323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE-Bay,ENF,13.064678846789707,27.54859965766697,15.013193237781524,17.63216119289396,8.170000076293945,0.40108223188153547,0.20139436438585623,0.007862436157382286,1.5625784636235156,3.814854994684892,7.669250111201724,57.28668318042945,0.1636841583774188,0.4406738518344803,NA,NA,25,5.6,79.99798016,50.14189911,11.86690044,3459.8000253364444,6.8360599304186325,109.6522145721794,0.264883252897342,2.788145105586531,4,NA,NA,NA,NA,1.6752320704197867,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.919392796011959,0.22399999999999998,NA,NA,188.41799306739617,11.489880344784048,148.4591728328058,NA
DE-Gri,GRA,15.975908789488196,31.21965420459098,19.492334938049314,22.598730766989974,8.153277587890628,0.7488266395134148,0.21879649447715066,0.0072151201725959135,1.1003064530143079,4.398057216583233,3.8680573096462303,14.038995433791838,0.04908097164274041,0.23120723826057968,NA,NA,0.82,NA,80.26771405,50.9495,13.5125,10052.000062264502,8.574617733140627,122.84829413285178,0.3569237261960326,1.921871163812612,11,464.9086385844885,551.6092557937599,0.7800142612346317,448.1283320305603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.46407265770117,8.774556688699464,28.344491954129474,8.642882525688718
DE-Hai,DBF,19.026698626571836,35.95591198852836,27.91618377978985,32.97647021660438,5.25786018371582,0.548785506160583,0.20785999279880235,0.017835182080278834,2.5472780561018458,3.746885240348656,3.0021487720158153,6.405327875716653,0.05451090542310161,0.6671420176340667,2.316770643,1.2628926540759131,35,6.6,57.03434292,51.0792,10.453,9793.690049279481,8.317348492218906,120.30723365152643,0.3376122313457277,2.129090798171725,13,490.42680567877176,584.0197074087824,0.7236738026647487,466.00423404319133,1.326167920937144,211.68552319176283,201.14387906770077,252.08352375034065,1551.9840989511517,388.336098160004,368.99750152096425,462.44604046424104,28.471075409681674,4.313799304497224,5.447865452807327,0.18857142857142856,9.120131163650173,0.13646420278820973,107.15427437176223,7.32442910743743,14.170097083930527,6.543021952290072
DE-Lkb,ENF,6.055142646402252,11.963486210422802,6.681636619567869,8.429815910339357,4.243750095367432,0.4585749311738093,0.1365226173363261,0.01286397408323018,6.464864408455737,1.2923323480788558,1.689951758167689,30.561453095995436,0.1128571748615827,0.43355783071079185,NA,NA,2,NA,92.33439295,49.0996,13.3047,4738.990002678707,5.0502741990785465,126.04153450652883,0.2629027623893664,2.243278319726831,5,379.60544941297076,476.68294027913646,0.6082077318210384,381.4507212330402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.75841559118103,3.461459096151174,7.127692371618567,4.509265827429215
